experiment_name,precision,elapsed_ms,iterations,avg_time_ns,min_time_ns,max_time_ns,time_stddev,iterations_per_sec,result,category,name,formula,reactant_mass,product_mass,atom_economy
Sulfuric acid neutralization_calc,f64,180,5000,36130.7022,36130.7022,36130.7022,0,27777.777777777777,Sulfuric acid neutralization | H₂SO₄ + 2NaOH → Na₂SO₄ + 2H₂O | M(react)=178.0655 g/mol | M(prod)=178.0655 g/mol | Atom economy=100.0%,Acid-Base,Sulfuric acid neutralization,H₂SO₄ + 2NaOH → Na₂SO₄ + 2H₂O,178.0655 g/mol,178.0655 g/mol,100.0%
