experiment_name,precision,elapsed_ms,iterations,avg_time_ns,min_time_ns,max_time_ns,time_stddev,iterations_per_sec,result,category,symbol,name,from,to,conversion
Right angle_convert,f64,53,10000,5389.845,5389.845,5389.845,0,188679.24528301886,Right angle | 90 deg → 1.570796e0 rad,Angle,deg,Right angle,90 deg,1.570796e0 rad,90 deg → 1.570796e0 rad
