experiment_name,precision,elapsed_ms,iterations,avg_time_ns,min_time_ns,max_time_ns,time_stddev,iterations_per_sec,result,category,symbol,name,target,module,status,elapsed_ms
biology_141,f64,2808,1,2808000000,2808000000,2808000000,0,0.3561253561253561,success=true code=Some(0) stdout_bytes=157 stderr_bytes=314,bi15,WP,bi141,biology,plant_biology,ok,2808
biology_142,f64,10962,1,10962000000,10962000000,10962000000,0,0.09122422915526364,success=true code=Some(0) stdout_bytes=171 stderr_bytes=263,bi15,CCF,bi142,biology,population,ok,10962
biology_143,f64,2972,1,2972000000,2972000000,2972000000,0,0.3364737550471063,success=true code=Some(0) stdout_bytes=159 stderr_bytes=314,bi15,CGL,bi143,biology,population,ok,2972
biology_144,f64,3001,1,3001000000,3001000000,3001000000,0,0.3332222592469177,success=true code=Some(0) stdout_bytes=165 stderr_bytes=262,bi15,LVC,bi144,biology,population,ok,3001
biology_145,f64,2326,1,2326000000,2326000000,2326000000,0,0.4299226139294927,success=true code=Some(0) stdout_bytes=167 stderr_bytes=314,bi15,LVP,bi145,biology,population,ok,2326
biology_146,f64,11043,1,11043000000,11043000000,11043000000,0,0.09055510278004165,success=true code=Some(0) stdout_bytes=150 stderr_bytes=263,bi15,GI,bi146,biology,proteomics,ok,11043
biology_147,f64,5898,1,5898000000,5898000000,5898000000,0,0.169548999660902,success=true code=Some(0) stdout_bytes=156 stderr_bytes=262,bi15,MAP,bi147,biology,proteomics,ok,5898
biology_148,f64,10229,1,10229000000,10229000000,10229000000,0,0.09776126698602014,success=true code=Some(0) stdout_bytes=147 stderr_bytes=262,bi15,MR,bi148,biology,proteomics,ok,10229
biology_149,f64,6296,1,6296000000,6296000000,6296000000,0,0.1588310038119441,success=true code=Some(0) stdout_bytes=155 stderr_bytes=262,bi15,PC,bi149,biology,proteomics,ok,6296
biology_150,f64,2522,1,2522000000,2522000000,2522000000,0,0.3965107057890563,success=true code=Some(0) stdout_bytes=165 stderr_bytes=262,bi15,OER,bi150,biology,radiobiology,ok,2522
