experiment_name,precision,elapsed_ms,iterations,avg_time_ns,min_time_ns,max_time_ns,time_stddev,iterations_per_sec,result,category,symbol,name,target,module,status,elapsed_ms
maths_061,f64,3173,1,3173000000,3173000000,3173000000,0,0.31515914,success=true code=Some(0) stdout_bytes=164 stderr_bytes=206,ma07,MPI,ma061,maths,statistics,ok,3173
maths_062,f64,3348,1,3348000000,3348000000,3348000000,0,0.2986858,success=true code=Some(0) stdout_bytes=151 stderr_bytes=206,ma07,SDB,ma062,maths,statistics,ok,3348
maths_063,f64,3285,1,3285000000,3285000000,3285000000,0,0.304414,success=true code=Some(0) stdout_bytes=151 stderr_bytes=206,ma07,WM,ma063,maths,statistics,ok,3285
maths_064,f64,3273,1,3273000000,3273000000,3273000000,0,0.3055301,success=true code=Some(0) stdout_bytes=178 stderr_bytes=206,ma07,WMS,ma064,maths,statistics,ok,3273
maths_065,f64,3546,1,3546000000,3546000000,3546000000,0,0.2820079,success=true code=Some(0) stdout_bytes=149 stderr_bytes=206,ma07,TC,ma065,maths,tensor,ok,3546
maths_066,f64,3181,1,3181000000,3181000000,3181000000,0,0.31436655,success=true code=Some(0) stdout_bytes=152 stderr_bytes=206,ma07,TD,ma066,maths,tensor,ok,3181
maths_067,f64,3214,1,3214000000,3214000000,3214000000,0,0.31113878,success=true code=Some(0) stdout_bytes=148 stderr_bytes=206,ma07,TR,ma067,maths,tensor,ok,3214
maths_068,f64,2911,1,2911000000,2911000000,2911000000,0,0.34352458,success=true code=Some(0) stdout_bytes=146 stderr_bytes=206,ma07,VD,ma068,maths,vector,ok,2911
maths_069,f64,3458,1,3458000000,3458000000,3458000000,0,0.2891845,success=true code=Some(0) stdout_bytes=142 stderr_bytes=206,ma07,VL,ma069,maths,vector,ok,3458
maths_070,f64,3243,1,3243000000,3243000000,3243000000,0,0.30835646,success=true code=Some(0) stdout_bytes=145 stderr_bytes=206,ma07,VP,ma070,maths,vector,ok,3243
